IDText,Text,predicted_label
TXT0914,di debat ketiga capres prabowo subianto optimis utang luar industry   02melanjutkan re negarakuapa,Politik
TXT0915,hidup makin berat anies mau hapus pajak gaji amp tabungan bismillah presiden 2024  re marlina_idha,Politik
TXT0916,penegakan hukum dan reformasi birokrasi akan dilakukan paslon 03 capres ganjar pranowo untuk pemerintahan yang   jnk,Politik
TXT0917,seusai makan malam berdua dengan prabowo pdip sebut jokowi tak netral komarudin bawabawa menkominfo re oposisicerdas,Politik
TXT0918,pengetahuan seorang mantan pangkostrad dan kemhan tentang pertahanan keamanan hubungan internasional dan geopolitik kalah sama mantan anggota dpr ri 2 periode dan mantan gubernur jateng 2 periode ganjar pranowo ãâÿââÿãâÿââ  re 03__nakula,Pertahanan dan Keamanan
TXT0919,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata  sumedang sumedangãâ ganjar mahfud hebat l3bihbaik   nelayanãâ sejahtera,Politik
TXT0920,capres nomor urut 2 prabowo subianto memenuhi diskusi persatuan wartawan indonesia pwi di jakarta pusat kamis 412024 dalam diskusi tersebut prabowo mengaku banyak pihak yang mengecam program susu gratis yang dikampanyekan jika menang pada pilpres 2024 dia mengaku tidak ingin program susu gratis dicap menguntungkan pihak asing sehingga akan berusaha mendapatkan susu langsung dari sapi bukan kemasan susu ya yang paling baik dan sehat adalah susu yang tentunua langsung dari sapi kemasankemasan mungkin kebanyakan pengawet gulanya terlalu banyak dan sebagainya kata prabowo prabowo lantas mengungkapkan wacananya mengimpor 15 juta sapi dari india untuk memenuhi kebutuhan susu dalam negeri menurutnya sapi dari india tersebut akan dikembangkan peternak lokal untuk menyesuaikan kebutuhan masyarakat simak berita selengkapnya hanya di hardnews_politik newsone  prabowo  kampanye politik tvonetvpemilu  maumemilih capres cawapres pemilu2024 pilpres2024 re tvonenews,Sosial Budaya
TXT0921,udah terbukti kan yang satu enggak bisa bersihbersih dari korupsi mending yang bisa kayak ganjar   jnk,Politik
TXT0922,apa kabar bisnis tambang batubaranya prabowo gibran foodestate cawapresilegal pelanggarham,Politik
TXT0923,anies terpaku disentil prabowo semua partai pengusung bapak profesor anies dukung program saya re oposisicerdas,Politik
TXT0924,dunianyasantai prabowo arb bergabung dgn ps yg notabene pd saat itu simbol pemimpin oposisi tentu hal itu jg mjdkan arb sbg elit oposisi stlh kemudian ps bergabung dgn pemerintahan jkw maka suatu keniscayaan jk simbol pemimpin oposisi tsb beralih kpd arb,Politik
TXT0925,gempar beredar pidato ancaman prabowo kepada media yang sangat mengerikan karena mengancam kebebasan pers media dan jurnalis mulai terapkan siaga satu re abu_waras,Pertahanan dan Keamanan
TXT0926,apa yang dicari generasi muda di pilpres 2024 yang pasti mereka tidak akan memilih orang tua untuk menjadi presiden dari semua paslon caprescawapres hanya ganjar yang memberikan bukti hasil kerja dan program realistis pada 2024,Politik
TXT0927,ãâÿââž ganjar pranowo tugas pemerintah adalah memberikan kesempatan atau ruang bagi anakanak muda untuk dapat masuk ke d sistem pemerintahan ganjar mahfud hebat l3bihbaik   sikat kkn,Politik
TXT0928,bersama ganjarmahfud kotakota kita akan menjadi pusat pertumbuhan yang menarik investasi dan lapangan kerja  happy new year   l3bihbaik,Ekonomi
TXT0929,ragebitch2  apa lagi tema kali ini tema yang pak prabowo banget pertahanan jadi tema utamanya dan beliau menhan kalo emang kerja pasti minimal tau lah secara garis besar dan harusnya bisa menjawab bukan mala alasan waktunya kaga cukup,Pertahanan dan Keamanan
TXT0930,bapak pendeta yusak ini dari magetan ke ponorogo jawa timur hadir untuk memberikan dukungan ke pak anies baswedan masihkah kalian memfitnah pak anies intoleransi dan radikal radikul re yurissa_samosir,Sosial Budaya
TXT0931,ada pendukung 01 yg nyinyir soal pak prabowo pelanggar ham pertanyaan nya gini knpa anies mau di usung jdi gubernur oleh seorang pelanggar ham tidak prnah tu di pertanyakan karena serangan mereka tetang kasus ham hanya sebagai komoditas politik dn sebagai kepentinagn politik,Politik
TXT0932,anies juga akan menaikkan level standarãâ etika di tubuh kpk sehingga dapat memberikan kekuatan dan kemandirian terutama pimpinannya re nu_online,Politik
TXT0933,prabowo mempromosikan diplomasi iklim aktif untuk melindungi lingkungan ,Pertahanan dan Keamanan
TXT0934,soal gentleman ya pasti anies soal sportif dan beretika ya tetap saja aniesãââ maaf ya disaat yg lain mungkin bersikap sebaliknya anies justru mengajarkan keberadaban dan percaya diri dalam berkampanye bukan pengecut yg suka merobekrobek baliho lawan politiknya re naz_lira,Politik
TXT0935,memang sosok ayahbowo bener bener nunjukin kelasnya bapak prabowo nunjukin kalo anies semoga di debat selanjutnya bisa terlihat edukasinya pemiludamai  palingjelas 02 paling pas ãâ   02melanjutkan,Politik
TXT0936,keputusan ganjar mahfud untuk membantu nelayan bebas utang menjadi dorongan besar dalam pencapaian kesejahteraan mereka segakujie   l3bihbaik,Ekonomi
TXT0937,ãâÿâœâ² ãâ ãâ ardiningrum22 debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat l3bihbaik   sikat kkn,Politik
TXT0938,semangatnya pendukung ganjar bawa panci sambil joget dan bernyanyi ke lokasi debat pasangan capres cawapres 2024 kembali berhadapan untuk adu ide dan gagasan dalam debat kpu yang digelar di istora senayan minggu 712024 malam debat kali ini mengusung tema pertahanan keamanan hubungan internasional dan geopolitik tak hanya para capres cawapres yang mempersiapkan diri untuk debat kali ini ribuan pendukung mereka pun tak kalah heboh dalam memeriahkan debat capres kali ini seperti pendukung pasangan capres cawapres nomor urut 3 ganjar pranowomahfud md mereka yang ingin memberikan dukungan pada capres cawapres idola mereka  menuju istora senayan sejak sore hari tak datang sendiri para pendukung ganjar mahfud nampak menunggu temantemannya di parkiran setelah berkumpul mereka berjalan menuju istora sambil bernyanyi dan berjoged bersama  walaikumsalam  walaikumsalam ganjar mahfud datang bawa pasukan teriak mereka sambil bernyanyi di sini ganjar di sana mahfud di manamana ganjar dan mahfud di sini ganjar di sana mahfud semuanya cinta ganjar mahfud lalalalala nyanyi mereka iringan musik drumband dan klotekan mengiringi nyanyian mereka itu bahkan beberapa pendukung ganjarmahfud nampak membawa panci dan menjadikannya sebagai musik perkusi ini demi dukung pak ganjar ini panci istri saya saya bawa buat penyemangat ini sampai penyok dan nggak bisa dipakai lagi ucap zuhri 34 salah satu pendukung ganjar mahfud zuhri tak takut dimarahi istrinya di rumah meski panci yang dibawanya penyok ia tahu karena istri tercinta juga fans berat ganjar mahfud nggak mungkin marah dia juga pecinta ganjar mahfud sebenarnya pengen ikut tapi masuk kerja jelasnya zuhri yakin ganjar tampil optimal dalam debat kali ini sebagai anggota dpr dua periode dan gubernur jawa tengah dua periode pula menurutnya ganjar sangat berpengalaman terkait tema debat kali ini apalagi didampingi pak mahfud md yang soal keamanan pertahanan itu makanan kesehariannya pokoknya ganjar mahfud menang pungkasnya   re aryprasetyo85,Pertahanan dan Keamanan
TXT0939,anies sebut presiden harus jadi panglima diplomasi bukan sekedar hadir di forumforum tempobisnis re tempodotco,Politik
TXT0940,prabowo did horribly as before minim substansi secara politik banyak blunder tetapi dengan dua kelebihan 1 berhasil stop eskalasi emosi setelah memuncak di isu tanah 340 rb hektar dan 2 punya stok video tiktok 15 detik untuk framing anies sebagai orang ga beretika,Politik
TXT0941,ikut pilpres sudah 4 kali yang dituduh ambisi anies baswedan yang ambil cawapres dari pelanggaran etik berat berdasarkan putusan mkmk eh yang dituduh tidak beretika anies baswedan yang model begini yang kalian tangisi re catatan_ali7,Politik
TXT0942,habis ketemuan sama asbak kaleng sampe pagi ini dapet informasi bahwa posisi real survey antara ganjar dan prabowo ternyata beda tipis inilah yg buat istana panik karena buat mereka jikapun 2 putaran mereka lebih suka berhadapan dgn anies ketika realitasnya tdk begitu sang raja pun turun ke lapangan mencoba mengubah situasi propaganda pun massif dimunculkan spy di putaran ke 2 jangan smp ganjar dan prabowo head to head berhadapan karena prabowo pasti kalah besar ãââãââ re dennysiregar7,Politik
TXT0943,rocky gerung nilai anies baswedan mustahil menang pilpres satu putaran jika sosok ini masih memegang kekuasaan re oposisicerdas,Politik
TXT0944,pengurus dpp psi_id sis cheryltanzil yang sekaligus timses prabowo di tkn sudah memfitnah pak mohmahfudmd dengan keji pak mahfud itu orang yang lurus taat konstitusi dan mampu memposisikan dirinya baik sebagai cawapres maupun menkopolhukam fitnahãâ² seperti ini tidak bisa dibiarkan tetap semangat membangun politik yang baik untuk bangsa ini pak prof  re penyuka_ombak,Politik
TXT0945,pasangan capres cawapres ganjar pranowo mahfud md inspirasi para pelaku umkm kredit 35 jadi langkah cerdas sukses terus temanteman bisnis nct wish jnk  ,Ekonomi
TXT0946,apresiasi ãââdesak aniesãââ akademisi ini kampanye berwawasan bukan bagibagi susu dan joget kita sudah lama berdemokrasi mestinya kampanye diisi dgn  yang mendewasakan masyarakat demokrasi choymarkochoy  nenkmonica,Politik
TXT0947,janji ganjar saat dengar aspirasi petani dan warga blora 1 akan menambah nilai subsidi pupuk 2 menghapus kredit macet petani yang kini mencapai rp 600 miliar  re billray2019,Ekonomi
TXT0948,anies baswedan pemberantasan korupsi dimulai dari presiden abah anies deserve better indonesia people deserve better re mdy_asmara1701,Politik
TXT0949,efisiensi pagu anggaran adalah kunci untuk mengoptimalkan investasi riset dan inovasi dan ganjarmahfud memahaminya thexbul happy new year   l3bihbaik,Ekonomi
TXT0950,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo jnk   jnkganjar2024,Politik
TXT0951,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0952,anies menyampaikan bahwa cyber security masuk sebagai sektor pertahanan dan itu poin yang bagus terlebih anies bukan dari kalangan militer sehingga bisa lebih luas melihat pertahanan siber kita dan itu memang ancaman yang nyata dan juga bisa terjadi kapan saja karena itu juga tni cukup serius dalam membentuk satsiber sempat menyinggung kenaikan anggaran pertahanan juga bagus kalau menyadari hal tersebut cukup menjadi counter untuk cawapresnya sendiri re randomworldwar,Pertahanan dan Keamanan
TXT0953,semoga ganjar pranowo dan mahfud md dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional ganjar mahfud hebat coblos3 3gm  debatcapres,Politik
TXT0954,prabowo gibran mengupayakan pemerintahan yang berlandaskan pada keadilan sosial  02melanjutkan   dalam mewujudkannya  02melanjutkan ,Ideologi
TXT0955,kalau di hitung secara matematika harusnya pendapatan daerah akan naik signifikan dikarenakan pajak baliho dan reklame para calegãâ ganjar mahfud hebat coblos3 3gm  ,Politik
TXT0956,semoga ganjar pranowo dan mahfud md dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional ganjar mahfud hebat coblos3 3gm memimpin indonesia ,Politik
TXT0957,ini contoh genz bodoh akibat kurang baca kalau megawati jual nama bapaknya percuma karena nama bapaknya dia ga bisa kuliah dan kena represi suharto kalau hari ini prabowo bisa nyapres jokowi bisa jadi presiden walaupun ga ada andilnya pada reformasi karena megawati ikhlas re winnerwave_,Sosial Budaya
TXT0958,ãâÿââ ganjar mahfud hebat 3gm coblos3   untuk masalah korupsi saya percaya bangeet dengan pak mahfud dan ganjar si inshaalloh kalo bapak terpilih ngga akan ada lagi korupsi ganjar mahfud hebat 3gm coblos3,Politik
TXT0959,jadi pendukung amin 01 itu enak punya ide gagasan harapan dan citacita yg sangat layak utk diperjuangkan agar indonesia menjadi lebih baik perjuangan memenangkan anies baswedan dan muhaimin iskandar ini adalah perjuangan ideologis yg perlu dilakukan jika kita ingin anak cucu kita hidup di negeri yg makmur adil dan sejahtera re reiza_patters,Ideologi
TXT0960,sejak gibran diselundupkan jadi cawapres prabowo melalui pamannya di mk sejak saat itu kita paham bahwa jokowi mendukung prabowo apapun yg dilakukan jokowi bukan lagi kejutan apalagi ketika jokowi bicara soal netralitas itu artinya dia tidak netral bukan kah kita juga sadar bahwa jokowi memang semenclamencle itu secara resiliensi politik keduanya juga bertemu dalam kepentingan yang sama yg satu pemburu kekuasaan dan yg satu lagi penyayang kekuasaan palu bertemu paku jadi pertemuan empat mata tapi dipotret antara jokowi dan prabowo kemarin bukan juga sebuah kejutan apalagi  bagi yg melawan hell no atau janganjangan justeru mereka yg sedang cemas sehingga nampaknya ada gimik yg harus disampaikan mosok ada pertemuan setengah kamar tapi sengaja dipublikasikan pada dasarnya ini sekadar pertemuan dua predator politik yg justeru akan membuat bangga siapapun yg telah bertempur melawan aliansi mereka atau setidaknya kelak akan membuat tertawa setiap generasi yg membaca sejarah indonesia ketika hankypanky politik ini telah mencapai ujung takdirnya saya teringat tulisan habyarimana dalam pearls of eternity cara kerja manusia di dunia ini adalah barangsiapa yg sanggup melakukan kejahatan kekuasaan kepada makhluk lainnya maka mereka sekedar menguasai panggung pertunjukannya ãââ bukan penentu bagi keberhasilan kejahatan politiknya re islah_bahrawi,Politik
TXT0961,terobosan ganjarmahfud utk mencegah kkn seperti digitalisasi sistem keuangan dengan langkah tersebut dinilai mampu mengontrol sekaligus menghemat pengeluaran keuangan negara sehingga ebudgeting eplanning transaksi dalam birokrasi menjadi sebuah kewajiban untuk ditunaikan re gpntt_03,Ekonomi
TXT0962,ketika menhan prabowo di ajarin standard etika oleh anies baswedan debatcapres udah yg ke 3 tapi emosi wowo belum terkontrol jugaãâÿââãâÿââãââãââãââ re zerodemocrazy,Politik
TXT0963,rencana ganjarmahfud menggunakan bonus demografi menunjukkan visi yang matang untuk memacu pertumbuhan ekonomi melalui sumber daya manusia yang produktif miyakenr happy new year   l3bihbaik,Ekonomi
TXT0964,demokrasi kita diwujudkan di indonesian presidential election februari 2024 mantap ayo kita jadikan momen ini lebih bermakna dengan memilih ganjar pranowo   jnk,Politik
TXT0965,timnas amin anies siap hadiri undangan kpk adu gagasan komitmen antikorupsi re vivacoid,Politik
TXT0966,djoker_ginongs putry_nusantara emosi ya sok paling berjuang buat jokowi taunya jadi gubernur aja belajar dan jualan nama jokowi sehebat2nya ganjar suaranya di pilgub jateng ga bisa ngalahin suara pilpres jokowi di jatengãâÿââž,Politik
TXT0967,yoel mengutarakan yang banyak dirasakan lingkaran2 sosial saya yang dulu sangat mencintai anies namun lalu jadi sangat membencinya layaknya obiwan kenobi menjerit kecewa ãââœyou were the chosen oneãââ ketika anakin skywalker berpindah ke darkside lihat gif terlampir ãââœorang yang paling bisa menyakiti kita adalah orang yang paling kita sayangiãââ ãââ saya minta pendukung 01 mengerti ini ketika berhadapan dengan exahokers atau exaniesers prapilkada rangkul teman2 ini bukan dengan membela atau menjelaskan pilkada tapi sebagai seorang teman seperjuangan baru ãââãââ kalimat di atas adalah kalimat paling penting yang saya minta dengan kerendahan hati ke teman2 pendukung amin ãâÿââãâÿââ¼ãâÿââãâÿââãââãââãââ pahami terlepas semua diskusi benarsalah mereka hanya orang2 yang pernah sayang banget lalu kecewa ditambah demonisasi dan kampanye2 teratur di grup2 wa jurang yang dipelihara bertahun2 dibuat semakin menganga kita pluralis nkri vs anies radikal fundamentalis always remember that they always say lu liat aja skrng itu orang2 yg dr kmrn demonisasi juga udah kocarkacir kartu dikocok ulang soal pilkada soal 212 kapan2 kalau ketemu offline dengan secangkir kopi dan sepotong adab kita bisa ngobrol2 santai perbincangan akan sangat beda online dan offline saya pribadi walau saya dukung ahok dulu di pilkada bisa mengerti kenapa 212 terjadi karena saya beruntung punya banyak irisan sehingga saya bisa mengerti juga ãââsakit hatiãââ orang ãââsebrangãââ ingat yang terluka oleh perkataan seorang pemimpin bukan cuma sisi sebelah sini orang2 seperti sumitroyoel dan ruthnats adalah mereka2 yg adalah bagian dari barisan kecewa itu tulisan kalian sendiri ya yol ruth baca di bawah ya namun karena mereka melihat sendiri dari kampanye ini walaupun pernah menyakiti mereka anies sayangnya ãââºãââ adalah seseorang yang punya other good qualities yang dipilih nggak mungkin cocok 100 makanya cari yg bisa dikritik nanti eaaa mereka juga memilih anies karena sudah cape dengan perpecahan demonisasi kecebong kampret bahkan sekarang dibuat lagi new bully name baru sesuai irisan koalisi dan invoice buzzer wan angin dan den wadas it really makes me sick memuakkan ãâÿââ ini my biggest turn off dari geng ãââaku nkri aku nkriãââ merasa indonesia punya elo doang coba kalau piknik jauhan saya saya sekali lagi beruntung ada di banyak irisan lingkaran banyak teman di indonesia mengajar balaikota istana teman2 kroco ya wkwkãââ saya lihat ini bukan berarti bahwa saya plinplan atau oportunis terserah dah yg mau label gua apa tapi saya lihat ini artinya saya masih bisa mikir dan tidak fanatik dan semoga saya masih bebas menentukan pilihan banyak lho yg kayak saya yg kaga fanatik yang biasanya menentukan hasil pemilu talk to us do not yell at us ãââãââ re edwardsuhadi,Politik
